EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,
461668,MIAMI-DADE CO.,NORTH MIAMI BEACH,6/7/13,1545,Flash Flood, , ,0,0,0,0,FL,EST-5, ,76499,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,1,S,3,NW,GOLDEN BEACH,6/7/13,2030,25.9052,-80.1782,25.9741,-80.1529,"Several sources including the broadcast media, local storm spotters and city officials reported severe flooding from a nearly stationary thunderstorm across the northeast portion of Miami-Dade County extending northward into the Hollywood area of southeast Broward County. The first report was from the media of impassable roads in the Waterways section of Aventura, north of Aventura Mall at 4:53 PM EDT with reports several minutes later from the media relayed from the Aventura Police Department that over 50 vehicles were disabled in that same area. A trained spotter at the same time reported disabled vehicles and impassable roads near NE 170th St. and NE 15th Ave. in North Miami. Several reports of flooding were received between 5:30 PM and 9 PM EDT across the same areas. Severe flooding was reported in the 1200 block of NE 144 Street which required the relocation of 24 families. City officials in Golden Beach of northeast Miami-Dade County reported hundreds of people stranded in their vehicles. An off-duty NWS employee also reported significant flooding in his condominium parking garage in Aventura. A South Florida Water Management District rain gauge recorded 13.15 inches of rain in North Miami Beach at 5:53 PM EDT with storm total at the same gauge by 9 PM EDT recording 13.94 inches. Other rainfall reports received were 11.71 inches at the FIU Biscayne Campus in North Miami Beach and 9.89 inches at North Miami/Keystone Point.",The outer bands from Tropical Storm Andrea located along the South Carolina coast continued to move across southeast Florida resulting in torrential rains along the coastal sections of Broward and northeast Miami-Dade Counties.,45,,,,
469904,MIAMI-DADE CO.,MIAMI BEACH,7/18/13,1030,Flash Flood, , ,0,0,5000,0,FL,EST-5, ,77977,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,1,NW,1,NNE,BISCAYNE PARK,7/18/13,1430,25.81,-80.13,25.7851,-80.139,"An intense thunderstorm moved across the southern portion of Miami Beach during the late morning and midday hours, with two to four inches of rain falling in a very short time. Numerous reports of flooding was obtained from Broadcast and Social Media from the Miami Beach area at noon into the early afternoon, particularly south of 41st Street. Water was entering several structures and significant street flooding also occurred. Rain poured in through the roof of the Chabad House which entered the main social area of the center.  A second storm moved across the same area later in the afternoon bringing the rainfall total for the day at Miami Beach of 6.78 inches which not only was a daily record but was a daily record for the month of July and this total made it the wettest July on record with continuous records dating back to 1942.",An upper level area of low pressure over the eastern Gulf of Mexico caused numerous showers and thunderstorms across the southeast Florida coast.,46,,,,
478777,MIAMI-DADE CO.,SOUTH MIAMI,10/2/13,1800,Flash Flood, , ,0,0,5000,0,FL,EST-5, ,79881,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,1,NE,4,ENE,PERRINE,10/2/13,2130,25.7109,-80.2706,25.6286,-80.2991,Persistent heavy rains from slow moving showers and thunderstorms produced an isolated area of flash flooding near the Falls Shopping Mall in Miami-Dade County during the late afternoon and early evening. Measured rainfall amounts were in the range of 7 to 10 inches in the matter of just a few hours. The first report of flooding was received at 5:10 PM EDT with streets nearly impassable and the Falls parking lot almost completely under water. Several cars were also reported to have been flooded. Water entered structures in the Village at the Falls Condo development with the Oak Ridge Residential Community also reporting water intrusion into a vehicle which caused a total loss of the car. Residents moved their cars to side streets to avoid further damage. Some rainfall reports received included a local Ham Operator with 7.71 inches in his rain gauge near the intersection of Sunset Dr. and 97th Ave. with a mesonet site near 63rd Ave. and SW 120th St. recording 9.05 inches. The heaviest total was received from a Cocorahs observer in Kendall with 10 inches.,An area of low pressure near the Yucatan Peninsula provided a deep flow of tropical air into South Florida resulting in scattered very heavy showers and a few thunderstorms.,47,,,,
565140,MIAMI-DADE CO.,LEMON CITY,2/28/15,1400,Flash Flood, , ,0,0,3000,0,FL,EST-5, ,93336,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,1,WSW,1,SW,LEMON CITY,2/28/15,1700,25.8111,-80.1954,25.8108,-80.1886,"Significant flooding occurred in the Omni, Edgewater and Midtown areas of the City of Miami, mainly along the Biscayne Boulevard and North Miami Avenue corridors. Multiple cars stalled and flowing water was up to a foot deep. Media reported minor inundation of businesses on the north edge of downtown. Multiple businesses in the Miami Midtown Shops closed as their ground floors were flooded.  Survey of debris lines indicated that most businesses along the Biscayne Boulevard corridor between 195 and 395 had water above the base of their front doors.||Damage total is estimated.",A quasi-stationary front was located across South Florida with a surface trough along the southeast coast of the peninsula causing a strong thunderstorms to form. Persistent rains also led to flooding in some areas.,48,,,,
595906,MIAMI-DADE CO.,IVES ESTATES,8/26/15,1455,Flood, , ,0,0,0,0,FL,EST-5, ,99217,C,86,MFL,0,0,Public,Heavy Rain, , ,2,NW,2,NW,IVES ESTATES,8/26/15,1455,25.9196,-80.2459,25.9161,-80.2446,Urban flooding reported at NW 159th Street and NW 27th Street in Miami Gardens.,"Moist southerly flow in place across South Florida ahead of a cold front moving into the state lead to scattered to numerous showers and storms. Storms that developed in the early afternoon produced small hail, gusty winds, and minor urban flooding along the east coast metro.",49,,,,
596775,MIAMI-DADE CO.,LEMON CITY,8/30/15,243,Flood, , ,0,0,0,0,FL,EST-5, ,99415,C,86,MFL,0,0,NWS Employee,Heavy Rain / Tropical System, , ,1,SSW,2,SSW,LEMON CITY,8/30/15,243,25.8039,-80.1914,25.7991,-80.191,Off-duty NWS employee reported several impassable streets due to flooding in the Wynwood area of Miami from remnant low pressure of Tropical Storm Erika.,"Deep tropical moisture associated with the remnants of Tropical Storm Erika moved across South Florida, leading to widespread showers and a few storms. Minor flooding was reported in associated with this activity.",50,,,,
598706,MIAMI-DADE (ZONE), ,9/24/15,700,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99858,Z,173,MFL,0,0,Social Media, , , , , , , , ,9/24/15,830, , , , ,"Photos received via social media show flooding along 5th Avenue, Alton Road, Lenox Aveune, Washington Avenue, and Espanola Way in Miami Beach with the morning high tide.","A combination of higher than normal tidal departures coupled with the perigean spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",51,,,,
598708,MIAMI-DADE (ZONE), ,9/25/15,500,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99858,Z,173,MFL,0,0,Law Enforcement, , , , , , , , ,9/25/15,830, , , , ,Miami Beach PD reported the right lane of Collins Avenue in Miami Beach was flooded and impassable between 15th and 24th streets in Miami Beach. Additional reports via social media also reported flooding on Jefferson Avenue north of Lincoln Avenue with the morning high tide.,"A combination of higher than normal tidal departures coupled with the perigean spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",52,,,,
598712,MIAMI-DADE (ZONE), ,9/26/15,1900,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99858,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,9/26/15,2220, , , , ,Tidal flooding with the evening high tide resulted in the closure of Indian Creek Drive (Southbound A1A) between 26th Street and 41st Street in Miami Beach. Road was opened around 1020pm after water receded. Additional emergency management reports were received of tidal flooding along 4300 North Bay Road in Miami Beach.,"A combination of higher than normal tidal departures coupled with the perigean spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",53,,,,
601208,MIAMI-DADE (ZONE), ,9/27/15,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99858,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,9/27/15,900, , , , ,Water inundated portions of 500 block of NE 30 Street in Miami.,"A combination of higher than normal tidal departures coupled with the perigean spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",54,,,,
598736,MIAMI-DADE (ZONE), ,9/28/15,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99858,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,9/28/15,930, , , , ,Tidal flooding resulted in closure of Indian Creek Drive (A1A) at 21st Street around the time of morning high tide. Up to ankle deep water was reported in spots.,"A combination of higher than normal tidal departures coupled with the perigean spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",55,,,,
598738,MIAMI-DADE (ZONE), ,9/28/15,845,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99858,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,9/28/15,845, , , , ,Tidal flooding lead to inundation of parking lots along the North Bay Causeway.,"A combination of higher than normal tidal departures coupled with the perigean spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",56,,,,
598769,MIAMI-DADE (ZONE), ,9/29/15,845,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99861,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,9/29/15,1030, , , , ,Tidal flooding led to the closure of Indian Creek Drive (A1A) between 26th Street and 41st Streets. Water receded after high tide passed around 1130am.,"The continuing combination of higher than normal tidal departures coupled with the perigean spring tide on September 29th resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",57,,,,
598774,MIAMI-DADE (ZONE), ,9/29/15,930,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99861,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,9/29/15,930, , , , ,Water inundating parking lots along 71st Street in Normandy Isles due to tidal flooding. Report received from broadcast media via social media.,"The continuing combination of higher than normal tidal departures coupled with the perigean spring tide on September 29th resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",58,,,,
598773,MIAMI-DADE (ZONE), ,9/29/15,2030,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99861,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,9/29/15,2130, , , , ,Indian Creek Drive (A1A) between 26th Street and 41st Street closed due to tidal flooding with the evening high tide.,"The continuing combination of higher than normal tidal departures coupled with the perigean spring tide on September 29th resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",59,,,,
598776,MIAMI-DADE (ZONE), ,9/30/15,930,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99861,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,9/30/15,1100, , , , ,Indian Creek Drive (A1A) between 27th Street and 41st Street closed due to tidal flooding with the morning high tide.,"The continuing combination of higher than normal tidal departures coupled with the perigean spring tide on September 29th resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",60,,,,
598815,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/1/15,1100,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99869,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/1/15,1330, , , , ,Tidal flooding led to the closure of portions of Indian Creek Drive (A1A).,The continuing combination of higher than normal tidal departures coupled with the perigean spring tide resulted in continuing minor flooding of low lying roads at high tides into early October. Vulnerable locations along the Broward and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.,61,,,,
598827,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/8/15,600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Local Official, , , , , , , , ,10/8/15,715, , , , ,Miami Beach officials reported tidal flooding along Indian Creek Drive (A1A) at 29th street with the morning high tide. Additional flooding was reported at Dade Avenue and Purdy Avenue.,Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.,62,,,,
598832,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/8/15,1815,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Law Enforcement, , , , , , , , ,10/8/15,1959, , , , ,Tidal flooding resulted in closure of Indian Creek Drive (A1A) between 27th Street and 41st Street with the evening high tide. The road was reopened at 859 PM EDT.,Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.,63,,,,
598828,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/9/15,600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/9/15,800, , , , ,Tidal flooding resulted in closure of Indian Creek Drive (A1A) between 27th Street and 41st Street with the morning high tide.,Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.,64,,,,
598834,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/9/15,615,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/9/15,615, , , , ,Parking lots of the Haulover Marina inundated during the morning high tide.,Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.,65,,,,
602453,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/25/15,630,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/25/15,1000, , , , ,"High tide flooding in Matheson Hammock Park resulted in ankle deep water in the parking lot, beach, and picnic areas as well as swamped a normally separated man-made lagoon. Water reached up to the local beach front restaurant but did not enter the building. Flood waters receded after 1030am. Information from ABC Local 10. Flooding also occurred again on October 26 and 27th.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",66,,,,
602452,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/25/15,635,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/25/15,900, , , , ,The southbound lane of A1A - Indian Creek Drive - was closed between 31st and 32nd street due to flooding with the morning high tide. Reports received via social media and Miami Beach Emergency Management.,"A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",67,,,,
602456,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/27/15,730,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/27/15,930, , , , ,Coastal flooding resulted in at least six inches of water for at least two blocks near the intersection of NW 105th street and NE 10th Ave in Miami Shores. Time base don local high tide.,"A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",68,,,,
605700,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/25/15,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,101246,Z,173,MFL,0,0,Newspaper, , , , , , , , ,11/25/15,930, , , , ,High tide resulted in minor flooding of streets in Normandy Isles. Time based on reports and local high tide.,"A combination of higher than normal tidal departures coupled with the November full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several coastal roads along the Palm Beach, Broward, and Miami-Dade coast experienced flooding during times of high tide.",69,,,,
605711,MIAMI-DADE CO.,PINEWOOD,12/4/15,600,Flash Flood, , ,0,0,10000,0,FL,EST-5, ,101249,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,2,SE,1,ENE,BISCAYNE PARK,12/4/15,1600,25.83,-80.21,25.7774,-80.1284,"Heavy rain throughout the day lead to numerous flooded roads and road closures in Eastern Miami-Dade county. Road closures occurred in Aventura at NE 191st street from Biscayne Blvd (US1), and in El Portal, Little Haiti, and Miami-Beach. 1-2ft of standing water occurred in some places along the flooded roadways at times, lingering into the late evening hours.","A cold front moved into South Florida during the day of December 3rd, and stalled across the far southern end of the peninsula and upper Florida Keys on the 4th and 5th. Several rounds of heavy rainfall fell across South Florida during the three day period, with the hardest hit areas across Southern Miami-Dade county. Rainfall amounts near 15 fell across Homestead, the Redlands, and western Kendall, with 4-8 reported across the remainder of Miami-Dade county and into coastal Broward county, most of which occurred during the day of December 5th. This rainfall led to significant flooding in Miami-Dade county with numerous road closures and cars stalling in flood waters. Significant damage was done to the fall and winter crops in Miami-Dade county as well as leading to multi-day closures at Zoo Miami due to flooding in the facility.",70,,,,
605707,MIAMI-DADE CO.,HOMESTEAD GEN AVN AR,12/4/15,1100,Flood, , ,0,0,0,1000000,FL,EST-5, ,101249,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,4,SW,4,NW,ALADDIN CITY,12/6/15,2000,25.449,-80.5891,25.6129,-80.5083,"Multi-day heavy rainfall lead to widespread crop damage in the Southwest Miami-Dade farmlands, especially in the Redland, Florida City and Homestead areas. Farmers reported damage ranging from rotting crops due to continuous rainfall to total loss from completely flooded fields. Yellow squash, zucchini and green beans were the main crops affected along with significant damage to other vegetable crops. Initial damage loss estimates are around 1 million dollars with a 70 to 80% loss in crop.","A cold front moved into South Florida during the day of December 3rd, and stalled across the far southern end of the peninsula and upper Florida Keys on the 4th and 5th. Several rounds of heavy rainfall fell across South Florida during the three day period, with the hardest hit areas across Southern Miami-Dade county. Rainfall amounts near 15 fell across Homestead, the Redlands, and western Kendall, with 4-8 reported across the remainder of Miami-Dade county and into coastal Broward county, most of which occurred during the day of December 5th. This rainfall led to significant flooding in Miami-Dade county with numerous road closures and cars stalling in flood waters. Significant damage was done to the fall and winter crops in Miami-Dade county as well as leading to multi-day closures at Zoo Miami due to flooding in the facility.",71,,,,
605706,MIAMI-DADE CO.,MIAMI NEW TAMIAMI AR,12/5/15,1100,Flash Flood, , ,0,0,30000,0,FL,EST-5, ,101249,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,1,SE,2,W,SOUTH MIAMI HGTS,12/5/15,2200,25.64,-80.42,25.6,-80.42,"Numerous reports of significant street flooding received throughout the Hammocks, Country Walk, the Crossings, Kendall Lakes, and Three Lakes areas of South Miami-Dade county. Road flooding was initially reported during the late morning hours with progressively increasing impacts through the afternoon and evening hours. Many roads became impassable with numerous road closures throughout the area. Many cars stalled out in the flood waters and had to be pushed out by tow trucks throughout the night. Zoo Miami reported numerous walkways and exhibits with standing water, forcing the relocation of zoo animals. Many animal exhibit moats were reported 6-8 feet above normal levels, forcing the closure of the zoo for several days. 9 to 10 inches of rain in 12 hours was measured by unofficial observers in The Hammocks and The Crossings. Miami Executive Airport set a record 24-hour rainfall record with 8.92 inches.","A cold front moved into South Florida during the day of December 3rd, and stalled across the far southern end of the peninsula and upper Florida Keys on the 4th and 5th. Several rounds of heavy rainfall fell across South Florida during the three day period, with the hardest hit areas across Southern Miami-Dade county. Rainfall amounts near 15 fell across Homestead, the Redlands, and western Kendall, with 4-8 reported across the remainder of Miami-Dade county and into coastal Broward county, most of which occurred during the day of December 5th. This rainfall led to significant flooding in Miami-Dade county with numerous road closures and cars stalling in flood waters. Significant damage was done to the fall and winter crops in Miami-Dade county as well as leading to multi-day closures at Zoo Miami due to flooding in the facility.",72,,,,
628955,MIAMI-DADE CO.,HOMESTEAD,5/18/16,1410,Flood, , ,0,0,5000,5000,FL,EST-5, ,104980,C,86,MFL,0,0,Law Enforcement,Heavy Rain, , ,1,N,1,N,HOMESTEAD,5/18/16,1600,25.4791,-80.4695,25.4791,-80.4705,Homestead Police Department reported one street closure due to flooding. The nearest intersection was unavailable. Several nearby rain gauges in reported 24 hour rainfall totals between 5 and 8 inches rainfall.,"A surface low developed to the northeast of the region along an upper level shortwave that moved across the region early in the day. Strong showers and thunderstorms developed along an associated weak boundary, leading to gusty winds, small hail, and flooding across Miami-Dade and Palm Beach counties.",73,,,,
628959,MIAMI-DADE CO.,LEISURE CITY,5/18/16,1430,Flood, , ,0,0,5000,0,FL,EST-5, ,104980,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,1,SSW,1,SSW,LEISURE CITY,5/18/16,1600,25.4629,-80.4364,25.4668,-80.4367,"AN off-duty NWS employee reported street flooding, including water halfway up driveways, in the Keys Gate development area. The nearest intersection was SW 152nd Avenue and SW 328th street. 5 to 7 inches of rain were measured at nearby sites between Noon and 430 PM.","A surface low developed to the northeast of the region along an upper level shortwave that moved across the region early in the day. Strong showers and thunderstorms developed along an associated weak boundary, leading to gusty winds, small hail, and flooding across Miami-Dade and Palm Beach counties.",74,,,,
661498,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/12/16,1600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Newspaper, , , , , , , , ,10/12/16,1800, , , , ,Tidal flooding led to water halfway up wheel well of parked cars in lowest level of parking garage at 1441 Lincoln Road in Miami Beach.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",75,,,,
661499,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/12/16,1600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Public, , , , , , , , ,10/12/16,1800, , , , ,Photo shows several inches of salt water flooding at high tide in parking lot at Matheson Hammock State Park.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",76,,,,
661500,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/16,500,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/13/16,700, , , , ,Saltwater coming from sewer drains at high tide led to flooding along Miami Beach near 40th street and Royal Palm Avenue.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",77,,,,
661502,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/16,530,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/13/16,730, , , , ,Water coming over sea wall during high tide along Bonita Drive south of 71st Street in Miami Beach.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",78,,,,
661506,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/16,1726,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/13/16,1926, , , , ,Saltwater coming through sewer drains at high tide lead to minor flooding along Biscayne Blvd near the Arsht Center.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",79,,,,
661520,METROPOLITAN MIAMI-DADE (ZONE), ,10/13/16,1805,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,74,MFL,0,0,Social Media, , , , , , , , ,10/13/16,2005, , , , ,Flooding at high tide from the Miami River lead to standing water in street along NW North River Drive near the NW 12th Avenue Bridge in Miami.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",80,,,,
661523,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/15/16,1956,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/15/16,2150, , , , ,A combination of heavy rainfall and high tide lead to street flooding in the Edgewater area of Miami as reported by a off duty NWS employee.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",81,,,,
661526,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/15/16,2000,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/15/16,2050, , , , ,"A combination of heavy rainfall and high tides led to numerous flooded roadways across Miami Beach during the evening hours. Reports were received via Social Media, Miami Beach Emergency Management, and off-duty NWS employees of several inches of water across roads and sidewalks on such roads as as 20th, 24th, 50th, and 53rd Streets as well as on Collins Avenue and Alton Road. Flooding was also reported in the lower level of the parking garage located at the west end of Lincoln Road along the bayside of Miami Beach.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",82,,,,
661531,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/16/16,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110608,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/16/16,1030, , , , ,Salt water flooding at high tide at Matheson Hammock Park led to 8 inches of water in normally dry areas.,"The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) continued to bring minor flooding at high tides during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",83,,,,
